name	split
MassSpecGymID0073671	train
MassSpecGymID0073673	train
MassSpecGymID0073674	train
MassSpecGymID0073675	train
MassSpecGymID0073676	train
MassSpecGymID0073677	train
MassSpecGymID0073678	train
MassSpecGymID0073679	train
MassSpecGymID0073680	train
MassSpecGymID0073681	train
MassSpecGymID0073682	train
MassSpecGymID0073683	train
MassSpecGymID0073684	train
MassSpecGymID0073685	train
MassSpecGymID0073686	train
MassSpecGymID0073687	train
MassSpecGymID0073688	train
MassSpecGymID0073689	train
MassSpecGymID0073690	train
MassSpecGymID0073692	train
MassSpecGymID0073693	train
MassSpecGymID0073694	train
MassSpecGymID0073695	train
MassSpecGymID0073697	train
MassSpecGymID0073698	train
MassSpecGymID0073699	train
MassSpecGymID0073700	train
MassSpecGymID0073701	train
MassSpecGymID0073702	train
MassSpecGymID0073703	train
MassSpecGymID0073704	train
MassSpecGymID0073705	train
MassSpecGymID0073706	train
MassSpecGymID0073707	train
MassSpecGymID0073708	train
MassSpecGymID0073709	train
MassSpecGymID0073710	train
MassSpecGymID0073711	train
MassSpecGymID0073712	train
MassSpecGymID0073713	train
MassSpecGymID0073714	train
MassSpecGymID0073715	train
MassSpecGymID0073716	train
MassSpecGymID0073717	train
MassSpecGymID0073718	train
MassSpecGymID0073719	train
MassSpecGymID0073720	train
MassSpecGymID0073721	train
MassSpecGymID0073722	train
MassSpecGymID0073723	train
MassSpecGymID0073724	train
MassSpecGymID0073725	train
MassSpecGymID0073726	train
MassSpecGymID0073727	train
MassSpecGymID0073728	train
MassSpecGymID0073729	train
MassSpecGymID0073730	train
MassSpecGymID0073731	train
MassSpecGymID0073732	train
MassSpecGymID0073733	train
MassSpecGymID0073734	train
MassSpecGymID0073735	train
MassSpecGymID0073736	train
MassSpecGymID0073737	train
MassSpecGymID0073738	train
MassSpecGymID0073739	train
MassSpecGymID0073740	train
MassSpecGymID0073741	train
MassSpecGymID0073742	train
MassSpecGymID0073743	train
MassSpecGymID0073744	train
MassSpecGymID0073745	train
MassSpecGymID0073746	train
MassSpecGymID0073747	train
MassSpecGymID0073748	train
MassSpecGymID0073749	train
MassSpecGymID0073753	train
MassSpecGymID0073754	train
MassSpecGymID0073755	train
MassSpecGymID0073756	train
MassSpecGymID0073757	train
MassSpecGymID0073759	train
MassSpecGymID0073762	train
MassSpecGymID0073763	train
MassSpecGymID0073764	train
MassSpecGymID0073765	train
MassSpecGymID0073766	train
MassSpecGymID0073767	train
MassSpecGymID0073768	train
MassSpecGymID0073769	train
MassSpecGymID0073770	train
MassSpecGymID0073771	train
MassSpecGymID0073772	train
MassSpecGymID0073773	train
MassSpecGymID0073774	train
MassSpecGymID0073775	train
MassSpecGymID0073776	train
MassSpecGymID0073777	train
MassSpecGymID0073778	train
MassSpecGymID0073779	train
MassSpecGymID0073780	train
MassSpecGymID0073781	train
MassSpecGymID0073782	train
MassSpecGymID0073783	train
MassSpecGymID0073784	train
MassSpecGymID0073785	train
MassSpecGymID0073786	train
MassSpecGymID0073787	train
MassSpecGymID0073788	train
MassSpecGymID0073789	train
MassSpecGymID0073790	train
MassSpecGymID0073791	train
MassSpecGymID0073792	train
MassSpecGymID0073793	train
MassSpecGymID0073794	train
MassSpecGymID0073795	train
MassSpecGymID0073796	train
MassSpecGymID0073797	train
MassSpecGymID0073798	train
MassSpecGymID0073799	train
MassSpecGymID0073800	train
MassSpecGymID0073801	train
MassSpecGymID0073802	train
MassSpecGymID0073803	train
MassSpecGymID0073804	train
MassSpecGymID0073805	train
MassSpecGymID0073806	train
MassSpecGymID0073807	train
MassSpecGymID0073808	train
MassSpecGymID0073809	train
MassSpecGymID0073810	train
MassSpecGymID0073811	train
MassSpecGymID0073812	train
MassSpecGymID0073813	train
MassSpecGymID0073814	train
MassSpecGymID0073815	train
MassSpecGymID0073816	train
MassSpecGymID0073817	train
MassSpecGymID0073818	train
MassSpecGymID0073819	train
MassSpecGymID0073820	train
MassSpecGymID0073821	train
MassSpecGymID0073822	train
MassSpecGymID0073823	train
MassSpecGymID0073824	train
MassSpecGymID0073825	train
MassSpecGymID0073826	train
MassSpecGymID0073827	train
MassSpecGymID0073828	train
MassSpecGymID0073829	train
MassSpecGymID0073830	train
MassSpecGymID0073831	train
MassSpecGymID0073832	train
MassSpecGymID0073833	train
MassSpecGymID0073835	train
MassSpecGymID0073836	train
MassSpecGymID0073837	train
MassSpecGymID0073838	train
MassSpecGymID0073839	train
MassSpecGymID0073840	train
MassSpecGymID0073841	train
MassSpecGymID0073842	train
MassSpecGymID0073843	train
MassSpecGymID0073844	train
MassSpecGymID0073845	train
MassSpecGymID0073846	test
MassSpecGymID0073847	test
MassSpecGymID0073848	test
MassSpecGymID0073849	test
MassSpecGymID0073850	test
MassSpecGymID0073851	test
MassSpecGymID0073852	test
MassSpecGymID0073853	test
MassSpecGymID0073854	test
MassSpecGymID0073855	test
MassSpecGymID0073856	test
MassSpecGymID0073857	test
MassSpecGymID0073858	test
MassSpecGymID0073859	test
MassSpecGymID0073860	test
MassSpecGymID0073861	test
MassSpecGymID0073862	test
MassSpecGymID0073863	test
MassSpecGymID0073864	test
MassSpecGymID0073865	test
MassSpecGymID0073866	test
MassSpecGymID0073867	test
MassSpecGymID0073868	test
MassSpecGymID0073869	test
MassSpecGymID0073870	test
MassSpecGymID0073871	test
MassSpecGymID0073872	test
MassSpecGymID0073873	test
MassSpecGymID0073874	train
MassSpecGymID0073875	train
MassSpecGymID0073876	train
MassSpecGymID0073877	train
MassSpecGymID0073878	train
MassSpecGymID0073879	train
MassSpecGymID0073880	train
MassSpecGymID0073881	train
MassSpecGymID0073882	train
MassSpecGymID0073883	train
MassSpecGymID0073884	train
MassSpecGymID0073885	train
MassSpecGymID0073886	train
MassSpecGymID0073887	train
MassSpecGymID0073888	train
MassSpecGymID0073889	train
MassSpecGymID0073890	train
MassSpecGymID0073891	train
MassSpecGymID0073892	train
MassSpecGymID0073893	train
MassSpecGymID0073894	train
MassSpecGymID0073895	train
MassSpecGymID0073896	train
MassSpecGymID0073897	train
MassSpecGymID0073898	train
MassSpecGymID0073899	train
MassSpecGymID0073900	train
MassSpecGymID0073901	train
MassSpecGymID0073902	train
MassSpecGymID0073903	train
MassSpecGymID0073904	train
MassSpecGymID0073905	train
MassSpecGymID0073906	train
MassSpecGymID0073907	train
MassSpecGymID0073908	train
MassSpecGymID0073909	train
MassSpecGymID0073910	train
MassSpecGymID0073911	train
MassSpecGymID0073912	train
MassSpecGymID0073913	train
MassSpecGymID0073914	train
MassSpecGymID0073915	train
MassSpecGymID0073916	train
MassSpecGymID0073917	train
MassSpecGymID0073918	train
MassSpecGymID0073919	train
MassSpecGymID0073920	train
MassSpecGymID0073921	train
MassSpecGymID0073922	train
MassSpecGymID0073923	train
MassSpecGymID0073924	train
MassSpecGymID0073925	train
MassSpecGymID0073926	train
MassSpecGymID0073927	train
MassSpecGymID0073928	train
MassSpecGymID0073929	train
MassSpecGymID0073930	train
MassSpecGymID0073931	train
MassSpecGymID0073932	train
MassSpecGymID0073933	train
MassSpecGymID0073934	train
MassSpecGymID0073935	train
MassSpecGymID0073936	train
MassSpecGymID0073937	train
MassSpecGymID0073938	train
MassSpecGymID0073939	train
MassSpecGymID0073940	train
MassSpecGymID0073941	train
MassSpecGymID0073942	train
MassSpecGymID0073943	train
MassSpecGymID0073944	train
MassSpecGymID0073945	train
MassSpecGymID0073946	train
MassSpecGymID0073947	train
MassSpecGymID0073949	train
MassSpecGymID0073950	train
MassSpecGymID0073951	train
MassSpecGymID0073952	train
MassSpecGymID0073953	train
MassSpecGymID0073954	train
MassSpecGymID0073955	train
MassSpecGymID0073956	train
MassSpecGymID0073957	train
MassSpecGymID0073958	test
MassSpecGymID0073959	test
MassSpecGymID0073960	test
MassSpecGymID0073961	test
MassSpecGymID0073962	test
MassSpecGymID0073963	test
MassSpecGymID0073964	test
MassSpecGymID0073965	test
MassSpecGymID0073966	test
MassSpecGymID0073967	test
MassSpecGymID0073968	test
MassSpecGymID0073969	test
MassSpecGymID0073970	test
MassSpecGymID0073971	test
MassSpecGymID0073972	test
MassSpecGymID0073973	test
MassSpecGymID0073974	test
MassSpecGymID0073975	test
MassSpecGymID0073976	test
MassSpecGymID0073977	test
MassSpecGymID0073978	test
MassSpecGymID0073979	train
MassSpecGymID0073980	train
MassSpecGymID0073981	train
MassSpecGymID0073982	train
MassSpecGymID0073983	train
MassSpecGymID0073984	train
MassSpecGymID0073985	train
MassSpecGymID0073986	train
MassSpecGymID0073987	train
MassSpecGymID0073988	train
MassSpecGymID0073989	train
MassSpecGymID0073990	train
MassSpecGymID0073991	train
MassSpecGymID0073994	train
MassSpecGymID0073995	train
MassSpecGymID0073996	train
MassSpecGymID0073997	train
MassSpecGymID0073998	train
MassSpecGymID0073999	train
MassSpecGymID0074000	train
MassSpecGymID0074001	train
MassSpecGymID0074002	train
MassSpecGymID0074003	train
MassSpecGymID0074004	train
MassSpecGymID0074005	train
MassSpecGymID0074006	train
MassSpecGymID0074007	train
MassSpecGymID0074008	train
MassSpecGymID0074009	train
MassSpecGymID0074010	train
MassSpecGymID0074011	train
MassSpecGymID0074012	train
MassSpecGymID0074013	train
MassSpecGymID0074014	train
MassSpecGymID0074015	train
MassSpecGymID0074016	train
MassSpecGymID0074017	train
MassSpecGymID0074018	train
MassSpecGymID0074019	train
MassSpecGymID0074020	train
MassSpecGymID0074021	train
MassSpecGymID0074022	train
MassSpecGymID0074023	train
MassSpecGymID0074024	train
MassSpecGymID0074025	train
MassSpecGymID0074026	train
MassSpecGymID0074027	train
MassSpecGymID0074028	train
MassSpecGymID0074029	train
MassSpecGymID0074030	train
MassSpecGymID0074031	train
MassSpecGymID0074032	train
MassSpecGymID0074033	train
MassSpecGymID0074034	train
MassSpecGymID0074036	train
MassSpecGymID0074037	train
MassSpecGymID0074040	train
MassSpecGymID0074041	train
MassSpecGymID0074042	train
MassSpecGymID0074043	train
MassSpecGymID0074044	train
MassSpecGymID0074045	train
MassSpecGymID0074046	train
MassSpecGymID0074047	train
MassSpecGymID0074048	train
MassSpecGymID0074049	train
MassSpecGymID0074050	train
MassSpecGymID0074051	train
MassSpecGymID0074052	train
MassSpecGymID0074053	train
MassSpecGymID0074054	train
MassSpecGymID0074055	train
MassSpecGymID0074056	train
MassSpecGymID0074057	train
MassSpecGymID0074058	train
MassSpecGymID0074059	train
MassSpecGymID0074060	train
MassSpecGymID0074061	train
MassSpecGymID0074062	train
MassSpecGymID0074063	train
MassSpecGymID0074064	train
MassSpecGymID0074065	train
MassSpecGymID0074066	train
MassSpecGymID0074067	train
MassSpecGymID0074068	train
MassSpecGymID0074069	train
MassSpecGymID0074070	train
MassSpecGymID0074071	train
MassSpecGymID0074072	train
MassSpecGymID0074073	train
MassSpecGymID0074074	train
MassSpecGymID0074075	train
MassSpecGymID0074076	train
MassSpecGymID0074077	train
MassSpecGymID0074078	train
MassSpecGymID0074079	train
MassSpecGymID0074080	train
MassSpecGymID0074081	train
MassSpecGymID0074082	train
MassSpecGymID0074083	train
MassSpecGymID0074084	train
MassSpecGymID0074085	train
MassSpecGymID0074086	train
MassSpecGymID0074087	train
MassSpecGymID0074088	train
MassSpecGymID0074089	train
MassSpecGymID0074090	train
MassSpecGymID0074091	train
MassSpecGymID0074092	train
MassSpecGymID0074094	train
MassSpecGymID0074095	train
MassSpecGymID0074096	train
MassSpecGymID0074097	train
MassSpecGymID0074098	train
MassSpecGymID0074099	train
MassSpecGymID0074100	train
MassSpecGymID0074101	train
MassSpecGymID0074102	train
MassSpecGymID0074103	train
MassSpecGymID0074104	train
MassSpecGymID0074105	train
MassSpecGymID0074106	train
MassSpecGymID0074107	train
MassSpecGymID0074108	train
MassSpecGymID0074109	train
MassSpecGymID0074110	train
MassSpecGymID0074111	train
MassSpecGymID0074112	train
MassSpecGymID0074113	train
MassSpecGymID0074114	train
MassSpecGymID0074115	train
MassSpecGymID0074116	train
MassSpecGymID0074117	train
MassSpecGymID0074118	train
MassSpecGymID0074119	train
MassSpecGymID0074120	train
MassSpecGymID0074121	train
MassSpecGymID0074123	train
MassSpecGymID0074124	train
MassSpecGymID0074125	train
MassSpecGymID0074126	train
MassSpecGymID0074127	train
MassSpecGymID0074128	train
MassSpecGymID0074129	train
MassSpecGymID0074130	train
MassSpecGymID0074131	train
MassSpecGymID0074132	train
MassSpecGymID0074133	train
MassSpecGymID0074134	train
MassSpecGymID0074135	train
MassSpecGymID0074136	train
MassSpecGymID0074137	train
MassSpecGymID0074138	train
MassSpecGymID0074139	train
MassSpecGymID0074140	train
MassSpecGymID0074141	train
MassSpecGymID0074142	train
MassSpecGymID0074143	train
MassSpecGymID0074144	train
MassSpecGymID0074145	train
MassSpecGymID0074146	train
MassSpecGymID0074147	train
MassSpecGymID0074148	train
MassSpecGymID0074149	train
MassSpecGymID0074150	train
MassSpecGymID0074151	train
MassSpecGymID0074152	train
MassSpecGymID0074153	train
MassSpecGymID0074154	train
MassSpecGymID0074155	train
MassSpecGymID0074156	train
MassSpecGymID0074157	train
MassSpecGymID0074158	train
MassSpecGymID0074159	train
MassSpecGymID0074160	train
MassSpecGymID0074161	train
MassSpecGymID0074162	train
MassSpecGymID0074163	train
MassSpecGymID0074164	train
MassSpecGymID0074165	train
MassSpecGymID0074166	train
MassSpecGymID0074167	train
MassSpecGymID0074168	train
MassSpecGymID0074169	train
MassSpecGymID0074170	train
MassSpecGymID0074171	train
MassSpecGymID0074175	train
MassSpecGymID0074176	train
MassSpecGymID0074177	train
MassSpecGymID0074178	train
MassSpecGymID0074179	train
MassSpecGymID0074180	train
MassSpecGymID0074181	train
MassSpecGymID0074188	train
MassSpecGymID0074189	train
MassSpecGymID0074191	train
MassSpecGymID0074192	train
MassSpecGymID0074193	train
MassSpecGymID0074194	train
MassSpecGymID0074195	train
MassSpecGymID0074196	train
MassSpecGymID0074197	train
MassSpecGymID0074199	train
MassSpecGymID0074200	train
MassSpecGymID0074202	train
MassSpecGymID0074203	train
MassSpecGymID0074217	train
MassSpecGymID0074219	train
MassSpecGymID0074269	train
MassSpecGymID0074274	train
MassSpecGymID0074276	train
MassSpecGymID0074277	train
MassSpecGymID0074278	train
MassSpecGymID0074279	train
MassSpecGymID0074280	train
MassSpecGymID0074281	train
MassSpecGymID0074282	train
MassSpecGymID0074283	train
MassSpecGymID0074284	train
MassSpecGymID0074285	train
MassSpecGymID0074286	train
MassSpecGymID0074287	train
MassSpecGymID0074288	train
MassSpecGymID0074289	train
MassSpecGymID0074290	train
MassSpecGymID0074291	train
MassSpecGymID0074292	train
MassSpecGymID0074293	train
MassSpecGymID0074294	train
MassSpecGymID0074295	train
MassSpecGymID0074296	train
MassSpecGymID0074297	train
MassSpecGymID0074298	train
MassSpecGymID0074299	train
MassSpecGymID0074300	train
MassSpecGymID0074301	train
MassSpecGymID0074302	train
MassSpecGymID0074303	train
MassSpecGymID0074304	train
MassSpecGymID0074305	train
MassSpecGymID0074306	train
MassSpecGymID0074307	train
MassSpecGymID0074308	train
MassSpecGymID0074309	train
MassSpecGymID0074310	train
MassSpecGymID0074311	train
MassSpecGymID0074312	train
MassSpecGymID0074313	train
MassSpecGymID0074314	train
MassSpecGymID0074315	train
MassSpecGymID0074316	train
MassSpecGymID0074317	train
MassSpecGymID0074318	train
MassSpecGymID0074319	train
MassSpecGymID0074320	train
MassSpecGymID0074321	train
MassSpecGymID0074322	train
MassSpecGymID0074323	train
MassSpecGymID0074324	train
MassSpecGymID0074325	train
MassSpecGymID0074326	train
MassSpecGymID0074327	train
MassSpecGymID0074328	train
MassSpecGymID0074329	train
MassSpecGymID0074330	train
MassSpecGymID0074331	train
MassSpecGymID0074332	train
MassSpecGymID0074333	train
MassSpecGymID0074334	train
MassSpecGymID0074335	train
MassSpecGymID0074336	train
MassSpecGymID0074337	train
MassSpecGymID0074338	train
MassSpecGymID0074339	train
MassSpecGymID0074340	train
MassSpecGymID0074341	train
MassSpecGymID0074343	train
MassSpecGymID0074344	train
MassSpecGymID0074345	train
MassSpecGymID0074346	train
MassSpecGymID0074347	train
MassSpecGymID0074348	train
MassSpecGymID0074349	train
MassSpecGymID0074350	train
MassSpecGymID0074352	train
MassSpecGymID0074353	train
MassSpecGymID0074354	train
MassSpecGymID0074355	train
MassSpecGymID0074357	train
MassSpecGymID0074358	train
MassSpecGymID0074359	train
MassSpecGymID0074360	train
MassSpecGymID0074361	train
MassSpecGymID0074362	train
MassSpecGymID0074363	train
MassSpecGymID0074364	train
MassSpecGymID0074365	train
MassSpecGymID0074366	train
MassSpecGymID0074367	train
MassSpecGymID0074368	train
MassSpecGymID0074369	train
MassSpecGymID0074370	train
MassSpecGymID0074371	train
MassSpecGymID0074372	train
MassSpecGymID0074373	train
MassSpecGymID0074374	train
MassSpecGymID0074375	train
MassSpecGymID0074376	train
MassSpecGymID0074377	train
MassSpecGymID0074379	train
MassSpecGymID0074380	train
MassSpecGymID0074381	train
MassSpecGymID0074382	train
MassSpecGymID0074383	train
MassSpecGymID0074384	train
MassSpecGymID0074385	train
MassSpecGymID0074386	train
MassSpecGymID0074387	train
MassSpecGymID0074388	train
MassSpecGymID0074389	train
MassSpecGymID0074390	train
MassSpecGymID0074391	train
MassSpecGymID0074392	train
MassSpecGymID0074393	train
MassSpecGymID0074394	train
MassSpecGymID0074395	train
MassSpecGymID0074396	train
MassSpecGymID0074397	train
MassSpecGymID0074398	train
MassSpecGymID0074399	train
MassSpecGymID0074400	train
MassSpecGymID0074401	train
MassSpecGymID0074402	train
MassSpecGymID0074403	train
MassSpecGymID0074404	train
MassSpecGymID0074405	train
MassSpecGymID0074406	train
MassSpecGymID0074407	train
MassSpecGymID0074408	train
MassSpecGymID0074409	train
MassSpecGymID0074410	train
MassSpecGymID0074411	train
MassSpecGymID0074412	train
MassSpecGymID0074413	train
MassSpecGymID0074414	train
MassSpecGymID0074415	train
MassSpecGymID0074416	train
MassSpecGymID0074417	train
MassSpecGymID0074418	train
MassSpecGymID0074421	train
MassSpecGymID0074422	train
MassSpecGymID0074423	train
MassSpecGymID0074426	train
MassSpecGymID0074428	train
MassSpecGymID0074430	train
MassSpecGymID0074432	train
MassSpecGymID0074433	train
MassSpecGymID0074434	train
MassSpecGymID0074438	train
MassSpecGymID0074439	train
MassSpecGymID0074440	train
MassSpecGymID0074441	train
MassSpecGymID0074445	train
MassSpecGymID0074446	train
MassSpecGymID0074447	train
MassSpecGymID0074448	train
MassSpecGymID0074449	train
MassSpecGymID0074450	train
MassSpecGymID0074451	train
MassSpecGymID0074452	train
MassSpecGymID0074453	train
MassSpecGymID0074454	train
MassSpecGymID0074455	train
MassSpecGymID0074456	train
MassSpecGymID0074457	train
MassSpecGymID0074458	train
MassSpecGymID0074459	train
MassSpecGymID0074460	train
MassSpecGymID0074461	train
MassSpecGymID0074462	train
MassSpecGymID0074463	train
MassSpecGymID0074464	train
MassSpecGymID0074465	train
MassSpecGymID0074466	train
MassSpecGymID0074467	train
MassSpecGymID0074468	train
MassSpecGymID0074469	train
MassSpecGymID0074470	train
MassSpecGymID0074471	train
MassSpecGymID0074472	train
MassSpecGymID0074473	train
MassSpecGymID0074474	train
MassSpecGymID0074475	train
MassSpecGymID0074476	train
MassSpecGymID0074477	train
MassSpecGymID0074478	train
MassSpecGymID0074479	train
MassSpecGymID0074480	train
MassSpecGymID0074481	train
MassSpecGymID0074482	train
MassSpecGymID0074483	train
MassSpecGymID0074484	train
MassSpecGymID0074485	train
MassSpecGymID0074486	train
MassSpecGymID0074487	train
MassSpecGymID0074488	train
MassSpecGymID0074489	train
MassSpecGymID0074490	train
MassSpecGymID0074491	train
MassSpecGymID0074492	train
MassSpecGymID0074493	train
MassSpecGymID0074494	train
MassSpecGymID0074495	train
MassSpecGymID0074496	train
MassSpecGymID0074497	train
MassSpecGymID0074498	train
MassSpecGymID0074499	train
MassSpecGymID0074500	train
MassSpecGymID0074501	train
MassSpecGymID0074502	train
MassSpecGymID0074503	train
MassSpecGymID0074504	train
MassSpecGymID0074505	train
MassSpecGymID0074506	train
MassSpecGymID0074507	train
MassSpecGymID0074508	train
MassSpecGymID0074509	train
MassSpecGymID0074510	train
MassSpecGymID0074511	train
MassSpecGymID0074512	train
MassSpecGymID0074513	train
MassSpecGymID0074514	train
MassSpecGymID0074515	train
MassSpecGymID0074516	train
MassSpecGymID0074517	train
MassSpecGymID0074518	train
MassSpecGymID0074519	train
MassSpecGymID0074520	train
MassSpecGymID0074521	train
MassSpecGymID0074522	train
MassSpecGymID0074523	train
MassSpecGymID0074524	train
MassSpecGymID0074525	train
MassSpecGymID0074544	train
MassSpecGymID0074545	train
MassSpecGymID0074546	train
MassSpecGymID0074547	train
MassSpecGymID0074548	train
MassSpecGymID0074549	train
MassSpecGymID0074550	train
MassSpecGymID0074551	train
MassSpecGymID0074552	train
MassSpecGymID0074553	train
MassSpecGymID0074554	train
MassSpecGymID0074555	train
MassSpecGymID0074558	train
MassSpecGymID0074559	train
MassSpecGymID0074561	train
MassSpecGymID0074562	train
MassSpecGymID0074563	train
MassSpecGymID0074564	train
MassSpecGymID0074565	train
MassSpecGymID0074566	train
MassSpecGymID0074567	train
MassSpecGymID0074568	train
MassSpecGymID0074569	train
MassSpecGymID0074570	train
MassSpecGymID0074571	train
MassSpecGymID0074572	train
MassSpecGymID0074573	train
MassSpecGymID0074574	test
MassSpecGymID0074575	test
MassSpecGymID0074576	test
MassSpecGymID0074577	test
MassSpecGymID0074578	test
MassSpecGymID0074579	test
MassSpecGymID0074580	test
MassSpecGymID0074581	test
MassSpecGymID0074582	test
MassSpecGymID0074583	test
MassSpecGymID0074584	test
MassSpecGymID0074585	test
MassSpecGymID0074586	train
MassSpecGymID0074587	train
MassSpecGymID0074588	train
MassSpecGymID0074589	train
MassSpecGymID0074590	train
MassSpecGymID0074591	train
MassSpecGymID0074592	train
MassSpecGymID0074593	train
MassSpecGymID0074594	train
MassSpecGymID0074596	train
MassSpecGymID0074597	train
MassSpecGymID0074599	train
MassSpecGymID0074600	train
MassSpecGymID0074601	train
MassSpecGymID0074602	train
MassSpecGymID0074603	train
MassSpecGymID0074604	train
MassSpecGymID0074607	train
MassSpecGymID0074608	train
MassSpecGymID0074609	train
MassSpecGymID0074610	train
MassSpecGymID0074611	train
MassSpecGymID0074612	train
MassSpecGymID0074613	train
MassSpecGymID0074614	train
MassSpecGymID0074615	train
MassSpecGymID0074616	train
MassSpecGymID0074617	train
MassSpecGymID0074618	train
MassSpecGymID0074619	train
MassSpecGymID0074620	train
MassSpecGymID0074621	train
MassSpecGymID0074622	train
MassSpecGymID0074623	train
MassSpecGymID0074624	train
MassSpecGymID0074625	train
MassSpecGymID0074626	train
MassSpecGymID0074627	train
MassSpecGymID0074628	train
MassSpecGymID0074634	train
MassSpecGymID0074635	train
MassSpecGymID0074636	train
MassSpecGymID0074637	train
MassSpecGymID0074638	train
MassSpecGymID0074639	train
MassSpecGymID0074640	train
MassSpecGymID0074641	train
MassSpecGymID0074642	train
MassSpecGymID0074643	train
MassSpecGymID0074644	train
MassSpecGymID0074645	train
MassSpecGymID0074646	train
MassSpecGymID0074647	train
MassSpecGymID0074648	train
MassSpecGymID0074649	train
MassSpecGymID0074650	train
MassSpecGymID0074651	train
MassSpecGymID0074652	train
MassSpecGymID0074653	train
MassSpecGymID0074654	train
MassSpecGymID0074655	train
MassSpecGymID0074656	train
MassSpecGymID0074657	train
MassSpecGymID0074658	train
MassSpecGymID0074659	train
MassSpecGymID0074660	train
MassSpecGymID0074661	train
MassSpecGymID0074662	train
MassSpecGymID0074663	train
MassSpecGymID0074664	train
MassSpecGymID0074665	train
MassSpecGymID0074666	train
MassSpecGymID0074667	train
MassSpecGymID0074668	train
MassSpecGymID0074669	train
MassSpecGymID0074671	train
MassSpecGymID0074672	train
MassSpecGymID0074673	train
MassSpecGymID0074674	train
MassSpecGymID0074675	train
MassSpecGymID0074676	train
MassSpecGymID0074677	train
MassSpecGymID0074679	train
MassSpecGymID0074680	train
MassSpecGymID0074681	train
MassSpecGymID0074682	val
MassSpecGymID0074683	val
MassSpecGymID0074693	train
MassSpecGymID0074694	train
MassSpecGymID0074695	train
MassSpecGymID0074697	train
MassSpecGymID0074698	train
MassSpecGymID0074699	train
MassSpecGymID0074700	train
MassSpecGymID0074701	train
MassSpecGymID0074702	train
MassSpecGymID0074703	train
MassSpecGymID0074704	train
MassSpecGymID0074705	train
MassSpecGymID0074706	train
MassSpecGymID0074707	train
MassSpecGymID0074708	train
MassSpecGymID0074709	train
MassSpecGymID0074711	val
MassSpecGymID0074712	val
MassSpecGymID0074713	val
MassSpecGymID0074714	val
MassSpecGymID0074715	val
MassSpecGymID0074716	val
MassSpecGymID0074717	val
MassSpecGymID0074718	val
MassSpecGymID0074719	val
MassSpecGymID0074720	val
MassSpecGymID0074721	val
MassSpecGymID0074722	val
MassSpecGymID0074723	val
MassSpecGymID0074724	train
MassSpecGymID0074725	train
MassSpecGymID0074726	train
MassSpecGymID0074727	train
MassSpecGymID0074728	train
MassSpecGymID0074729	train
MassSpecGymID0074730	train
MassSpecGymID0074731	train
MassSpecGymID0074732	train
MassSpecGymID0074733	train
MassSpecGymID0074734	train
MassSpecGymID0074735	train
MassSpecGymID0074736	train
MassSpecGymID0074737	train
MassSpecGymID0074738	train
MassSpecGymID0074739	train
MassSpecGymID0074740	train
MassSpecGymID0074741	train
MassSpecGymID0074742	train
MassSpecGymID0074743	train
MassSpecGymID0074744	train
MassSpecGymID0074745	train
MassSpecGymID0074746	train
MassSpecGymID0074747	train
MassSpecGymID0074748	train
MassSpecGymID0074749	train
MassSpecGymID0074750	train
MassSpecGymID0074751	train
MassSpecGymID0074752	train
MassSpecGymID0074753	train
MassSpecGymID0074754	train
MassSpecGymID0074755	train
MassSpecGymID0074756	train
MassSpecGymID0074757	train
MassSpecGymID0074758	train
MassSpecGymID0074759	train
MassSpecGymID0074760	train
MassSpecGymID0074762	train
MassSpecGymID0074763	train
MassSpecGymID0074764	train
MassSpecGymID0074765	train
MassSpecGymID0074766	train
MassSpecGymID0074767	train
MassSpecGymID0074768	train
MassSpecGymID0074769	train
MassSpecGymID0074770	train
MassSpecGymID0074771	train
MassSpecGymID0074772	train
MassSpecGymID0074773	train
MassSpecGymID0074774	train
MassSpecGymID0074775	train
MassSpecGymID0074776	train
MassSpecGymID0074777	train
MassSpecGymID0074778	train
MassSpecGymID0074779	train
MassSpecGymID0074780	train
MassSpecGymID0074781	train
MassSpecGymID0074782	train
MassSpecGymID0074783	train
MassSpecGymID0074784	train
MassSpecGymID0074785	train
MassSpecGymID0074786	train
MassSpecGymID0074787	train
MassSpecGymID0074788	train
MassSpecGymID0074789	train
MassSpecGymID0074790	train
MassSpecGymID0074791	train
MassSpecGymID0074792	train
MassSpecGymID0074793	train
MassSpecGymID0074794	train
MassSpecGymID0074795	train
MassSpecGymID0074796	train
MassSpecGymID0074798	train
MassSpecGymID0074799	train
MassSpecGymID0074800	train
MassSpecGymID0074801	train
MassSpecGymID0074802	train
MassSpecGymID0074803	train
MassSpecGymID0074804	train
MassSpecGymID0074805	train
MassSpecGymID0074806	train
MassSpecGymID0074807	train
MassSpecGymID0074808	train
MassSpecGymID0074809	train
MassSpecGymID0074810	train
MassSpecGymID0074811	train
MassSpecGymID0074812	train
MassSpecGymID0074813	train
MassSpecGymID0074814	train
MassSpecGymID0074815	train
MassSpecGymID0074816	train
MassSpecGymID0074818	train
MassSpecGymID0074819	train
MassSpecGymID0074820	train
MassSpecGymID0074821	train
MassSpecGymID0074822	train
MassSpecGymID0074824	train
MassSpecGymID0074825	train
MassSpecGymID0074826	train
MassSpecGymID0074827	train
MassSpecGymID0074828	train
MassSpecGymID0074829	train
MassSpecGymID0074830	train
MassSpecGymID0074831	train
